Recipient Company,Parent Company,Award Date,Award Type,Grant Amount,Face Loan Amount,Awarding Agency,Program Name,Award Details,Data Source for Award,Facility Name,Facility State,Facility City,Facility Street Address,Facility Zip Code,Facility Congressional District,Facility NAICS Code,PPP Lender,Jobs Retained,Notes,Ownership Structure,Stock Ticker Symbol,Parent Headquarters State,Parent Headquarters Country,Parent Sector,Parent Industry,Parent Total Workforce at end of 2019,Parent Latest Workforce Size,Parent Employment-related Penalties Since 2010,Parent Federal Corporate Income Tax Rate,"Parent Total Federal, State, and Local Subsidies Since 2010",Parent Government-contracting-related Penalties Since 2010,Parent Environmental / Healthcare / Safety Penalties Since 2010,Parent Consumer Protection / Financial / Competition-related Penaties Since 2010,Parent Ratio of CEO Pay to that of Median Worker,CEO Pay,Median Worker Pay,Parent TARP Loans Received During Financial Crisis,Employment Issues,Tax/Subsidy Issues,Government Contracting Issues,Environment/Safety Issues,Consumer Protection Issues,CEO Compensation Issues,POGO Link,Just Capital Link,Follow The Money Link,Violation Tracker Link,Subsidy Tracker Link
Marriott International,Marriott International,20200628,loan,$0 ,"$3,382,088 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,MAR,Maryland,USA,hotels,hotels,"174,000",0,"$10,667,985 ",13.90%,"$196,997,679 ",$0 ,"$630,921 ","$1,268,000 ",346 to 1,"$13,435,887 ","$38,878 ",$0 ,yes,yes,no,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1639,marriott-international,marriott-international
Mastercard Inc,MasterCard,20200628,loan,$0 ,"$2,227,225 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,MA,New York,USA,financial services,financial services,"18,600",0,$0 ,18.20%,"$12,808,056 ",$0 ,$0 ,"$14,125,000 ",168 to 1,"$23,249,977 ","$138,142 ",$0 ,no,no,no,no,yes,yes,,,https://www.followthemoney.org/entity-details?eid=1651,mastercard,mastercard
Mastercard Inc,MasterCard,20200628,loan,$0 ,"$3,203,607 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,MA,New York,USA,financial services,financial services,"18,600",0,$0 ,18.20%,"$12,808,056 ",$0 ,$0 ,"$14,125,000 ",168 to 1,"$23,249,977 ","$138,142 ",$0 ,no,no,no,no,yes,yes,,,https://www.followthemoney.org/entity-details?eid=1651,mastercard,mastercard
McDonald's Corp,McDonald's,20200628,loan,$0 ,"$3,133,588 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,MCD,Illinois,USA,restaurants and foodservice,restaurants,"205,000",0,"$8,190,000 ",10.70%,"$5,627,466 ",$0 ,"$105,061 ",$0 ,1939 to 1,"$18,012,549 ","$9,291 ",$0 ,yes,no,no,no,no,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1669,mcdonalds,mcdonalds
McDonald's Corp,McDonald's,20200628,loan,$0 ,"$3,355,219 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,MCD,Illinois,USA,restaurants and foodservice,restaurants,"205,000",0,"$8,190,000 ",10.70%,"$5,627,466 ",$0 ,"$105,061 ",$0 ,1939 to 1,"$18,012,549 ","$9,291 ",$0 ,yes,no,no,no,no,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1669,mcdonalds,mcdonalds
Medtronic Inc,Medtronic,20200628,loan,$0 ,"$2,110,095 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,MDT,,Ireland,medical equipment and supplies,medical devices,"90,000",0,"$3,702,834 ",,"$18,293,366 ","$48,837,947 ","$30,021,755 ","$23,827,000 ",240 to 1,"$17,796,325 ","$74,206 ",$0 ,yes,no,yes,yes,yes,yes,,,,medtronic,medtronic
Medtronic Inc,Medtronic,20200628,loan,$0 ,"$4,548,407 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,MDT,,Ireland,medical equipment and supplies,medical devices,"90,000",0,"$3,702,834 ",,"$18,293,366 ","$48,837,947 ","$30,021,755 ","$23,827,000 ",240 to 1,"$17,796,325 ","$74,206 ",$0 ,yes,no,yes,yes,yes,yes,,,,medtronic,medtronic
Microsoft Corp,Microsoft,20200628,loan,$0 ,"$3,127,610 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,MSFT,Washington,USA,information technology,software,"144,000",0,"$5,855,841 ",31.20%,"$524,331,111 ",$0 ,$0 ,"$95,316,945 ",249 to 1,"$42,910,215 ","$172,512 ",$0 ,yes,yes,no,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1725,microsoft,microsoft
Microsoft Corp,Microsoft,20200628,loan,$0 ,"$5,727,747 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,MSFT,Washington,USA,information technology,software,"144,000",0,"$5,855,841 ",31.20%,"$524,331,111 ",$0 ,$0 ,"$95,316,945 ",249 to 1,"$42,910,215 ","$172,512 ",$0 ,yes,yes,no,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=1725,microsoft,microsoft
Nike Inc,Nike,20200628,loan,$0 ,"$2,154,373 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,NKE,Oregon,USA,apparel,apparel,"76,700",0,$0 ,13.80%,"$2,091,219,385 ",$0 ,"$24,040 ",$0 ,550 to 1,"$13,968,022 ","$25,386 ",$0 ,no,yes,no,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=1891,nike,nike
Nucor Corp,Nucor,20200628,loan,$0 ,"$2,584,961 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,NUE,North Carolina,USA,metals,steel,"26,800",0,"$22,537,561 ",20.70%,"$345,337,290 ",$0 ,"$769,147 ",$0 ,281 to 1,"$19,099,582 ","$87,573 ",$0 ,yes,yes,no,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=1917,nucor,nucor
Paypal Holdings Inc,PayPal Holdings,20200628,loan,$0 ,"$3,201,220 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,PYPL,California,USA,financial services,online payments,"23,200",0,$0 ,,"$7,298,882 ",$0 ,$0 ,"$32,847,800 ",367 to 1,"$25,825,473 ","$70,405 ",$0 ,no,no,no,no,yes,yes,,,,paypal-holdings,paypal-holdings
Pepsico Inc,PepsiCo,20200628,loan,$0 ,"$2,189,453 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,PEP,New York,USA,food products,food products,"267,000",0,"$27,210,522 ",11.30%,"$53,624,756 ",$0 ,"$865,335 ","$300,000 ",368 to 1,"$16,870,817 ","$45,896 ",$0 ,yes,no,no,no,no,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=2021,pepsico,pepsico
Pepsico Inc,PepsiCo,20200628,loan,$0 ,"$4,448,520 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,PEP,New York,USA,food products,food products,"267,000",0,"$27,210,522 ",11.30%,"$53,624,756 ",$0 ,"$865,335 ","$300,000 ",368 to 1,"$16,870,817 ","$45,896 ",$0 ,yes,no,no,no,no,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=2021,pepsico,pepsico
Pfizer Inc,Pfizer,20200628,loan,$0 ,"$1,091,306 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,PFE,New York,USA,pharmaceuticals,pharmaceuticals,"88,300",0,"$2,400,000 ",,"$59,566,178 ","$987,601,892 ","$654,800,086 ","$61,891,568 ",181 to 1,"$17,928,963 ","$98,972 ",$0 ,yes,no,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/188/pfizer-inc,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=2034,pfizer,pfizer
Pfizer Inc,Pfizer,20200628,loan,$0 ,"$4,367,451 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,PFE,New York,USA,pharmaceuticals,pharmaceuticals,"88,300",0,"$2,400,000 ",,"$59,566,178 ","$987,601,892 ","$654,800,086 ","$61,891,568 ",181 to 1,"$17,928,963 ","$98,972 ",$0 ,yes,no,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/188/pfizer-inc,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=2034,pfizer,pfizer
Philip Morris Intl Inc,Philip Morris International,20200628,loan,$0 ,"$1,663,111 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,PM,New York,USA,tobacco,tobacco,"73,500",0,$0 ,,$0 ,$0 ,$0 ,$0 ,1156 to 1,"$22,125,060 ","$19,134 ",$0 ,no,no,no,no,no,yes,,,,,
Philip Morris Intl Inc,Philip Morris International,20200628,loan,$0 ,"$4,573,209 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,PM,New York,USA,tobacco,tobacco,"73,500",0,$0 ,,$0 ,$0 ,$0 ,$0 ,1156 to 1,"$22,125,060 ","$19,134 ",$0 ,no,no,no,no,no,yes,,,,,
Phillips 66,Phillips 66,20200628,loan,$0 ,"$3,227,510 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,PSX,Texas,USA,oil and gas,oil & gas,"14,500",0,"$5,765,804 ",13.50%,"$162,353,513 ",$0 ,"$61,820,503 ","$3,719,900 ",169 to 1,"$31,927,081 ","$188,738 ",$0 ,yes,yes,no,yes,yes,yes,,,https://www.followthemoney.org/entity-details?eid=3332535,phillips-66,phillips-66
Phillips 66 Partners Lp,Phillips 66,20200628,loan,$0 ,"$2,069,484 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,PSX,Texas,USA,oil and gas,oil & gas,"14,500",0,"$5,765,804 ",13.50%,"$162,353,513 ",$0 ,"$61,820,503 ","$3,719,900 ",169 to 1,"$31,927,081 ","$188,738 ",$0 ,yes,yes,no,yes,yes,yes,,,https://www.followthemoney.org/entity-details?eid=3332535,phillips-66,phillips-66
Procter & Gamble Co/The,Procter & Gamble,20200628,loan,$0 ,"$3,266,060 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,PG,Ohio,USA,household and personal care products,household & personal care products,"97,000",0,"$291,283 ",21.20%,"$100,437,971 ",$0 ,"$303,415 ","$867,500 ",309 to 1,"$20,498,812 ","$66,326 ",$0 ,no,yes,no,no,no,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=2113,procter-and-gamble,procter-and-gamble
Prologis LP,Prologis,20200628,loan,$0 ,"$5,622,744 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,PLD,California,USA,real estate,real estate,"1,712",0,$0 ,,"$1,526,441 ",$0 ,"$15,800 ",$0 ,258 to 1,"$30,383,438 ","$117,751 ",$0 ,no,no,no,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=38585785,prologis,prologis
Republic Services Inc,Republic Services,20200628,loan,$0 ,"$2,682,653 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,RSG,Arizona,USA,waste management and environmental services,waste management,"36,000",0,"$6,795,949 ",10.10%,"$6,122,355 ",$0 ,"$94,090,080 ",$0 ,183 to 1,"$11,787,571 ","$64,257 ",$0 ,yes,no,no,yes,no,yes,,,https://www.followthemoney.org/entity-details?eid=15456,republic-services,republic-services
Sysco Corporation,Sysco,20200628,loan,$0 ,"$5,452,704 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,SYY,Texas,USA,wholesalers,wholesalers-food products,"69,000",0,"$23,317,511 ",,"$24,157,262 ","$4,200,000 ","$455,373 ","$19,400,000 ",152 to 1,"$10,742,679 ","$70,801 ",$0 ,yes,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=29556088,sysco,sysco
United Parcel Service,United Parcel Service,20200628,loan,$0 ,"$3,174,262 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,UPS,Georgia,USA,freight and logistics,package delivery,"495,000",0,"$36,801,065 ",1.60%,"$101,878,900 ","$38,140,000 ","$49,056,646 ","$98,006,400 ",243 to 1,"$18,040,841 ","$74,395 ",$0 ,yes,yes,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/208/united-parcel-service-inc,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=2710,united-parcel-service,united-parcel-service
UnitedHealth Group Inc,UnitedHealth Group,20200628,loan,$0 ,"$3,261,065 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,UNH,Minnesota,USA,healthcare services,insurance; managed care,"325,000",0,"$1,396,929 ",,"$92,770,484 ","$20,200,000 ","$4,898,000 ","$194,399,800 ",348 to 1,"$18,907,522 ","$54,322 ",$0 ,yes,no,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/239/unitedhealth-group,,https://www.followthemoney.org/entity-details?eid=2692,unitedhealth-group,unitedhealth-group
UnitedHealth Group Inc,UnitedHealth Group,20200628,loan,$0 ,"$6,217,618 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,UNH,Minnesota,USA,healthcare services,insurance; managed care,"325,000",0,"$1,396,929 ",,"$92,770,484 ","$20,200,000 ","$4,898,000 ","$194,399,800 ",348 to 1,"$18,907,522 ","$54,322 ",$0 ,yes,no,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/239/unitedhealth-group,,https://www.followthemoney.org/entity-details?eid=2692,unitedhealth-group,unitedhealth-group
UnitedHealth Group Inc,UnitedHealth Group,20200628,loan,$0 ,"$6,973,184 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,UNH,Minnesota,USA,healthcare services,insurance; managed care,"325,000",0,"$1,396,929 ",,"$92,770,484 ","$20,200,000 ","$4,898,000 ","$194,399,800 ",348 to 1,"$18,907,522 ","$54,322 ",$0 ,yes,no,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/239/unitedhealth-group,,https://www.followthemoney.org/entity-details?eid=2692,unitedhealth-group,unitedhealth-group
Virginia Elec & Power Co,Dominion Energy,20200628,loan,$0 ,"$3,300,755 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,D,Virginia,USA,utilities and power generation,utilities,"19,100",0,"$3,842,833 ",,"$554,554,537 ","$2,219,974 ","$29,566,748 ","$14,000,000 ",119 to 1,"$17,257,035 ","$145,136 ",$0 ,yes,yes,yes,yes,yes,yes,,,https://www.followthemoney.org/entity-details?eid=3479,dominion-energy,dominion-energy
