NAICSCode,naics_lvl_1,naics_lvl_2,naics_lvl_3,naics_lvl_4,naics_lvl_5
812332,Other Services (except Public Administration),Personal and Laundry Services,Drycleaning and Laundry Services,Linen and Uniform Supply,Industrial Launderers
812910,Other Services (except Public Administration),Personal and Laundry Services,Other Personal Services,Pet Care (except Veterinary) Services,Pet Care (except Veterinary) Services
812921,Other Services (except Public Administration),Personal and Laundry Services,Other Personal Services,Photofinishing,Photofinishing Laboratories (except One-Hour)
812922,Other Services (except Public Administration),Personal and Laundry Services,Other Personal Services,Photofinishing,One-Hour Photofinishing
812930,Other Services (except Public Administration),Personal and Laundry Services,Other Personal Services,Parking Lots and Garages,Parking Lots and Garages
812990,Other Services (except Public Administration),Personal and Laundry Services,Other Personal Services,All Other Personal Services,All Other Personal Services
813110,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Religious Organizations,Religious Organizations,Religious Organizations
813211,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Grantmaking and Giving Services,Grantmaking and Giving Services,Grantmaking Foundations
813212,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Grantmaking and Giving Services,Grantmaking and Giving Services,Voluntary Health Organizations
813219,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Grantmaking and Giving Services,Grantmaking and Giving Services,Other Grantmaking and Giving Services
813311,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Social Advocacy Organizations,Social Advocacy Organizations,Human Rights Organizations
813312,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Social Advocacy Organizations,Social Advocacy Organizations,"Environment, Conservation and Wildlife Organizations"
813319,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Social Advocacy Organizations,Social Advocacy Organizations,Other Social Advocacy Organizations
813410,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Civic and Social Organizations,Civic and Social Organizations,Civic and Social Organizations
813910,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations",Business Associations,Business Associations
813920,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations",Professional Organizations,Professional Organizations
813930,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations",Labor Unions and Similar Labor Organizations,Labor Unions and Similar Labor Organizations
813940,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations",Political Organizations,Political Organizations
813990,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
814110,Other Services (except Public Administration),Private Households,Private Households,Private Households,Private Households
921110,Public Administration,"Executive, Legislative, and Other General Government Support","Executive, Legislative, and Other General Government Support",Executive Offices,Executive Offices
921120,Public Administration,"Executive, Legislative, and Other General Government Support","Executive, Legislative, and Other General Government Support",Legislative Bodies,Legislative Bodies
921130,Public Administration,"Executive, Legislative, and Other General Government Support","Executive, Legislative, and Other General Government Support",Public Finance Activities,Public Finance Activities
921140,Public Administration,"Executive, Legislative, and Other General Government Support","Executive, Legislative, and Other General Government Support","Executive and Legislative Offices, Combined","Executive and Legislative Offices, Combined"
921150,Public Administration,"Executive, Legislative, and Other General Government Support","Executive, Legislative, and Other General Government Support",American Indian and Alaska Native Tribal Governments,American Indian and Alaska Native Tribal Governments
921190,Public Administration,"Executive, Legislative, and Other General Government Support","Executive, Legislative, and Other General Government Support",Other General Government Support,Other General Government Support
922110,Public Administration,"Justice, Public Order, and Safety Activities","Justice, Public Order, and Safety Activities",Courts,Courts
922120,Public Administration,"Justice, Public Order, and Safety Activities","Justice, Public Order, and Safety Activities",Police Protection,Police Protection
922130,Public Administration,"Justice, Public Order, and Safety Activities","Justice, Public Order, and Safety Activities",Legal Counsel and Prosecution,Legal Counsel and Prosecution
922140,Public Administration,"Justice, Public Order, and Safety Activities","Justice, Public Order, and Safety Activities",Correctional Institutions,Correctional Institutions
922150,Public Administration,"Justice, Public Order, and Safety Activities","Justice, Public Order, and Safety Activities",Parole Offices and Probation Offices,Parole Offices and Probation Offices
922160,Public Administration,"Justice, Public Order, and Safety Activities","Justice, Public Order, and Safety Activities",Fire Protection,Fire Protection
